#LEU58-1  Hist_00596
    -180 0.004338000
    -174 0.001522000
    -168 0.000500000
    -162 0.000158000
    -156 0.000046000
    -150 0.000024000
    -144 0.000004000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000004000
      60 0.000010000
      66 0.000016000
      72 0.000024000
      78 0.000088000
      84 0.000226000
      90 0.000662000
      96 0.002156000
     102 0.006254000
     108 0.016190000
     114 0.036916000
     120 0.068882000
     126 0.104820000
     132 0.136904000
     138 0.156004000
     144 0.153340000
     150 0.129206000
     156 0.090814000
     162 0.053244000
     168 0.026460000
     174 0.011188000
