#GLN28-3  Hist_00288
    -180 0.222294000
    -174 0.142484000
    -168 0.063342000
    -162 0.022014000
    -156 0.006978000
    -150 0.002212000
    -144 0.000758000
    -138 0.000324000
    -132 0.000160000
    -126 0.000094000
    -120 0.000106000
    -114 0.000098000
    -108 0.000082000
    -102 0.000140000
     -96 0.000244000
     -90 0.000422000
     -84 0.000932000
     -78 0.001580000
     -72 0.002474000
     -66 0.002976000
     -60 0.002948000
     -54 0.002326000
     -48 0.001266000
     -42 0.000634000
     -36 0.000248000
     -30 0.000108000
     -24 0.000036000
     -18 0.000010000
     -12 0.000002000
      -6 0.000004000
       0 0.000000000
       6 0.000002000
      12 0.000002000
      18 0.000012000
      24 0.000014000
      30 0.000142000
      36 0.000502000
      42 0.001822000
      48 0.005334000
      54 0.010996000
      60 0.015808000
      66 0.016072000
      72 0.011732000
      78 0.006212000
      84 0.002622000
      90 0.000926000
      96 0.000256000
     102 0.000072000
     108 0.000022000
     114 0.000012000
     120 0.000014000
     126 0.000026000
     132 0.000042000
     138 0.000196000
     144 0.000908000
     150 0.004098000
     156 0.018032000
     162 0.059502000
     168 0.143048000
     174 0.224278000
