#ARG131-0  Hist_01356
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000002000
     -138 0.000000000
     -132 0.000000000
     -126 0.000002000
     -120 0.000018000
     -114 0.000042000
     -108 0.000210000
     -102 0.000730000
      -96 0.003142000
      -90 0.012754000
      -84 0.043810000
      -78 0.121064000
      -72 0.227364000
      -66 0.274196000
      -60 0.200734000
      -54 0.087858000
      -48 0.023638000
      -42 0.003902000
      -36 0.000496000
      -30 0.000036000
      -24 0.000000000
      -18 0.000002000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
