#TYR193-0  Hist_02050
     -180 0.000000000
     -174 0.000050000
     -168 0.000326000
     -162 0.002156000
     -156 0.007590000
     -150 0.018048000
     -144 0.030744000
     -138 0.040426000
     -132 0.043716000
     -126 0.043396000
     -120 0.044418000
     -114 0.047174000
     -108 0.054756000
     -102 0.067766000
      -96 0.086230000
      -90 0.106052000
      -84 0.118522000
      -78 0.114332000
      -72 0.089174000
      -66 0.053416000
      -60 0.023124000
      -54 0.006958000
      -48 0.001404000
      -42 0.000196000
      -36 0.000026000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
