#ARG36-7  Hist_00376
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000008000
     -48 0.000070000
     -42 0.000424000
     -36 0.002160000
     -30 0.008424000
     -24 0.028052000
     -18 0.072270000
     -12 0.139534000
      -6 0.202536000
       0 0.217390000
       6 0.170602000
      12 0.098472000
      18 0.042086000
      24 0.013630000
      30 0.003596000
      36 0.000632000
      42 0.000096000
      48 0.000016000
      54 0.000000000
      60 0.000002000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
