#VAL148-1  Hist_01552
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000002000
     -102 0.000010000
      -96 0.000072000
      -90 0.000658000
      -84 0.003800000
      -78 0.013438000
      -72 0.036654000
      -66 0.073296000
      -60 0.115614000
      -54 0.149678000
      -48 0.162118000
      -42 0.152068000
      -36 0.123134000
      -30 0.085478000
      -24 0.048408000
      -18 0.022032000
      -12 0.008464000
       -6 0.002984000
        0 0.001198000
        6 0.000532000
       12 0.000238000
       18 0.000096000
       24 0.000024000
       30 0.000004000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
