#THR175-1  Hist_01864
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000008000
      -84 0.000054000
      -78 0.000198000
      -72 0.000732000
      -66 0.003514000
      -60 0.015158000
      -54 0.050272000
      -48 0.123320000
      -42 0.210030000
      -36 0.247482000
      -30 0.194726000
      -24 0.104344000
      -18 0.037722000
      -12 0.009956000
       -6 0.002014000
        0 0.000392000
        6 0.000054000
       12 0.000020000
       18 0.000004000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
