#ASN190-1  Hist_02014
     -180 0.000000000
     -174 0.000022000
     -168 0.000020000
     -162 0.000078000
     -156 0.000182000
     -150 0.000182000
     -144 0.000254000
     -138 0.000242000
     -132 0.000258000
     -126 0.000244000
     -120 0.000180000
     -114 0.000164000
     -108 0.000090000
     -102 0.000112000
      -96 0.000086000
      -90 0.000092000
      -84 0.000148000
      -78 0.000328000
      -72 0.000884000
      -66 0.002672000
      -60 0.007712000
      -54 0.018980000
      -48 0.037786000
      -42 0.068858000
      -36 0.114818000
      -30 0.170042000
      -24 0.202680000
      -18 0.180862000
      -12 0.115884000
       -6 0.052278000
        0 0.017536000
        6 0.004854000
       12 0.001162000
       18 0.000240000
       24 0.000050000
       30 0.000012000
       36 0.000004000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000002000
      174 0.000002000
