#HIE134-4  Hist_01400
     -180 0.001704000
     -174 0.001002000
     -168 0.000612000
     -162 0.000276000
     -156 0.000196000
     -150 0.000084000
     -144 0.000050000
     -138 0.000030000
     -132 0.000014000
     -126 0.000024000
     -120 0.000014000
     -114 0.000008000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000004000
        6 0.000004000
       12 0.000008000
       18 0.000012000
       24 0.000010000
       30 0.000018000
       36 0.000036000
       42 0.000038000
       48 0.000078000
       54 0.000174000
       60 0.000560000
       66 0.001714000
       72 0.004700000
       78 0.011136000
       84 0.024172000
       90 0.046350000
       96 0.077828000
      102 0.110376000
      108 0.133764000
      114 0.136892000
      120 0.122928000
      126 0.098676000
      132 0.075444000
      138 0.055520000
      144 0.038704000
      150 0.024984000
      156 0.015024000
      162 0.009028000
      168 0.004998000
      174 0.002806000
