#TYR105-5  Hist_01100
     -180 0.042776000
     -174 0.037650000
     -168 0.030360000
     -162 0.022416000
     -156 0.015548000
     -150 0.009600000
     -144 0.005342000
     -138 0.002936000
     -132 0.001508000
     -126 0.000824000
     -120 0.000390000
     -114 0.000212000
     -108 0.000130000
     -102 0.000084000
      -96 0.000086000
      -90 0.000076000
      -84 0.000126000
      -78 0.000166000
      -72 0.000328000
      -66 0.000564000
      -60 0.001000000
      -54 0.001994000
      -48 0.003584000
      -42 0.006218000
      -36 0.010252000
      -30 0.015572000
      -24 0.022536000
      -18 0.029852000
      -12 0.037760000
       -6 0.043744000
        0 0.047506000
        6 0.047924000
       12 0.044912000
       18 0.038656000
       24 0.030922000
       30 0.023848000
       36 0.016980000
       42 0.011412000
       48 0.007396000
       54 0.004714000
       60 0.002940000
       66 0.001802000
       72 0.001278000
       78 0.000992000
       84 0.000856000
       90 0.000892000
       96 0.001122000
      102 0.001744000
      108 0.002948000
      114 0.005082000
      120 0.009152000
      126 0.015558000
      132 0.023934000
      138 0.033848000
      144 0.041622000
      150 0.046058000
      156 0.047770000
      162 0.048780000
      168 0.048744000
      174 0.046974000
