#GLU204-1  Hist_02166
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000006000
      -72 0.000114000
      -66 0.001500000
      -60 0.011774000
      -54 0.053158000
      -48 0.146678000
      -42 0.247614000
      -36 0.256692000
      -30 0.171434000
      -24 0.078084000
      -18 0.024990000
      -12 0.006214000
       -6 0.001328000
        0 0.000256000
        6 0.000092000
       12 0.000034000
       18 0.000028000
       24 0.000004000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
