#ASN79-4  Hist_00830
    -180 0.027244000
    -174 0.025168000
    -168 0.024950000
    -162 0.024648000
    -156 0.026256000
    -150 0.027720000
    -144 0.028048000
    -138 0.027194000
    -132 0.024558000
    -126 0.020650000
    -120 0.016980000
    -114 0.013898000
    -108 0.012240000
    -102 0.011004000
     -96 0.010268000
     -90 0.009848000
     -84 0.009634000
     -78 0.009300000
     -72 0.008610000
     -66 0.007174000
     -60 0.005512000
     -54 0.004180000
     -48 0.002934000
     -42 0.002094000
     -36 0.001368000
     -30 0.000840000
     -24 0.000660000
     -18 0.000470000
     -12 0.000328000
      -6 0.000230000
       0 0.000178000
       6 0.000102000
      12 0.000110000
      18 0.000082000
      24 0.000122000
      30 0.000162000
      36 0.000276000
      42 0.000460000
      48 0.000922000
      54 0.001544000
      60 0.002782000
      66 0.004992000
      72 0.008788000
      78 0.015758000
      84 0.026360000
      90 0.037824000
      96 0.046694000
     102 0.049488000
     108 0.047166000
     114 0.042796000
     120 0.039044000
     126 0.035750000
     132 0.033198000
     138 0.032020000
     144 0.031444000
     150 0.031662000
     156 0.032884000
     162 0.032154000
     168 0.031764000
     174 0.029466000
