#THR199-1  Hist_02112
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000008000
      -72 0.000054000
      -66 0.000324000
      -60 0.001742000
      -54 0.006460000
      -48 0.020260000
      -42 0.051990000
      -36 0.105428000
      -30 0.170512000
      -24 0.210994000
      -18 0.191240000
      -12 0.129252000
       -6 0.064838000
        0 0.025674000
        6 0.009072000
       12 0.003584000
       18 0.002240000
       24 0.001866000
       30 0.001724000
       36 0.001252000
       42 0.000870000
       48 0.000416000
       54 0.000162000
       60 0.000030000
       66 0.000008000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
