#GLU187-4  Hist_01994
     -180 0.038384000
     -174 0.029918000
     -168 0.020204000
     -162 0.012250000
     -156 0.007022000
     -150 0.004002000
     -144 0.002514000
     -138 0.001878000
     -132 0.001520000
     -126 0.001658000
     -120 0.002030000
     -114 0.002602000
     -108 0.003768000
     -102 0.005560000
      -96 0.008846000
      -90 0.013096000
      -84 0.016234000
      -78 0.018740000
      -72 0.020480000
      -66 0.022064000
      -60 0.021976000
      -54 0.018458000
      -48 0.012410000
      -42 0.006810000
      -36 0.003046000
      -30 0.001156000
      -24 0.000370000
      -18 0.000126000
      -12 0.000048000
       -6 0.000034000
        0 0.000014000
        6 0.000044000
       12 0.000104000
       18 0.000410000
       24 0.001378000
       30 0.004362000
       36 0.013702000
       42 0.034810000
       48 0.068102000
       54 0.098574000
       60 0.104404000
       66 0.087290000
       72 0.060580000
       78 0.036412000
       84 0.018590000
       90 0.008308000
       96 0.003558000
      102 0.001714000
      108 0.000942000
      114 0.000776000
      120 0.000814000
      126 0.001098000
      132 0.001778000
      138 0.003178000
      144 0.006604000
      150 0.012186000
      156 0.020680000
      162 0.031002000
      168 0.038936000
      174 0.042446000
