#THR149-0  Hist_01558
     -180 0.000000000
     -174 0.000004000
     -168 0.000034000
     -162 0.000442000
     -156 0.002970000
     -150 0.011186000
     -144 0.028624000
     -138 0.052530000
     -132 0.077302000
     -126 0.097730000
     -120 0.112598000
     -114 0.122302000
     -108 0.124412000
     -102 0.118488000
      -96 0.101134000
      -90 0.074060000
      -84 0.044810000
      -78 0.021568000
      -72 0.007510000
      -66 0.001950000
      -60 0.000312000
      -54 0.000034000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
