#GLU162-5  Hist_01716
     -180 0.016796000
     -174 0.018558000
     -168 0.020308000
     -162 0.022614000
     -156 0.024512000
     -150 0.025444000
     -144 0.025368000
     -138 0.023320000
     -132 0.020442000
     -126 0.017506000
     -120 0.013906000
     -114 0.010332000
     -108 0.008180000
     -102 0.007174000
      -96 0.006654000
      -90 0.007114000
      -84 0.007816000
      -78 0.009068000
      -72 0.011570000
      -66 0.014906000
      -60 0.018360000
      -54 0.020986000
      -48 0.022078000
      -42 0.021990000
      -36 0.020678000
      -30 0.019194000
      -24 0.017534000
      -18 0.015888000
      -12 0.015134000
       -6 0.014530000
        0 0.015190000
        6 0.016888000
       12 0.018608000
       18 0.020766000
       24 0.024170000
       30 0.025730000
       36 0.026310000
       42 0.025398000
       48 0.023234000
       54 0.019758000
       60 0.015878000
       66 0.012342000
       72 0.009444000
       78 0.007908000
       84 0.006882000
       90 0.006746000
       96 0.007258000
      102 0.008852000
      108 0.011312000
      114 0.014256000
      120 0.017724000
      126 0.020324000
      132 0.021050000
      138 0.020606000
      144 0.020072000
      150 0.018736000
      156 0.017622000
      162 0.016690000
      168 0.015916000
      174 0.016370000
