#THR149-4  Hist_01566
     -180 0.000030000
     -174 0.000034000
     -168 0.000018000
     -162 0.000020000
     -156 0.000012000
     -150 0.000010000
     -144 0.000004000
     -138 0.000024000
     -132 0.000018000
     -126 0.000104000
     -120 0.000262000
     -114 0.000794000
     -108 0.002760000
     -102 0.009408000
      -96 0.029214000
      -90 0.074260000
      -84 0.146452000
      -78 0.211834000
      -72 0.220096000
      -66 0.163620000
      -60 0.087392000
      -54 0.036080000
      -48 0.012194000
      -42 0.003594000
      -36 0.000910000
      -30 0.000212000
      -24 0.000058000
      -18 0.000022000
      -12 0.000006000
       -6 0.000004000
        0 0.000000000
        6 0.000002000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000002000
       60 0.000000000
       66 0.000002000
       72 0.000002000
       78 0.000002000
       84 0.000008000
       90 0.000002000
       96 0.000000000
      102 0.000004000
      108 0.000006000
      114 0.000004000
      120 0.000004000
      126 0.000008000
      132 0.000014000
      138 0.000020000
      144 0.000046000
      150 0.000070000
      156 0.000080000
      162 0.000128000
      168 0.000088000
      174 0.000062000
