#VAL135-0  Hist_01402
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000002000
     -102 0.000012000
      -96 0.000092000
      -90 0.001256000
      -84 0.008926000
      -78 0.040982000
      -72 0.120138000
      -66 0.222542000
      -60 0.257864000
      -54 0.196132000
      -48 0.100386000
      -42 0.037810000
      -36 0.010600000
      -30 0.002590000
      -24 0.000550000
      -18 0.000094000
      -12 0.000018000
       -6 0.000004000
        0 0.000002000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
