#PRO128-1  Hist_01332
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000002000
      -90 0.000012000
      -84 0.000102000
      -78 0.000496000
      -72 0.002166000
      -66 0.006868000
      -60 0.018102000
      -54 0.036514000
      -48 0.062236000
      -42 0.086038000
      -36 0.105100000
      -30 0.117306000
      -24 0.123608000
      -18 0.121234000
      -12 0.109666000
       -6 0.086476000
        0 0.060506000
        6 0.034474000
       12 0.017620000
       18 0.007116000
       24 0.002758000
       30 0.001058000
       36 0.000358000
       42 0.000122000
       48 0.000048000
       54 0.000012000
       60 0.000002000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
