#MET34-4  Hist_00348
    -180 0.141272000
    -174 0.110496000
    -168 0.089284000
    -162 0.068846000
    -156 0.044138000
    -150 0.024162000
    -144 0.011542000
    -138 0.005728000
    -132 0.002934000
    -126 0.001538000
    -120 0.000930000
    -114 0.000742000
    -108 0.000850000
    -102 0.001216000
     -96 0.002150000
     -90 0.003756000
     -84 0.005476000
     -78 0.005408000
     -72 0.003712000
     -66 0.002018000
     -60 0.000936000
     -54 0.000452000
     -48 0.000166000
     -42 0.000050000
     -36 0.000014000
     -30 0.000000000
     -24 0.000000000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000004000
      36 0.000008000
      42 0.000074000
      48 0.000242000
      54 0.000778000
      60 0.001706000
      66 0.002886000
      72 0.003544000
      78 0.003410000
      84 0.002576000
      90 0.001766000
      96 0.001022000
     102 0.000662000
     108 0.000500000
     114 0.000480000
     120 0.000606000
     126 0.001124000
     132 0.002606000
     138 0.006010000
     144 0.013016000
     150 0.023424000
     156 0.041272000
     162 0.077814000
     168 0.128778000
     174 0.157874000
