#MET21-5  Hist_00212
    -180 0.004452000
    -174 0.003894000
    -168 0.003220000
    -162 0.002278000
    -156 0.001676000
    -150 0.001172000
    -144 0.000930000
    -138 0.000854000
    -132 0.001102000
    -126 0.001606000
    -120 0.002740000
    -114 0.004812000
    -108 0.008976000
    -102 0.015516000
     -96 0.027026000
     -90 0.041232000
     -84 0.056256000
     -78 0.065144000
     -72 0.058340000
     -66 0.042062000
     -60 0.023778000
     -54 0.010750000
     -48 0.004080000
     -42 0.001448000
     -36 0.000502000
     -30 0.000170000
     -24 0.000052000
     -18 0.000026000
     -12 0.000026000
      -6 0.000018000
       0 0.000026000
       6 0.000038000
      12 0.000078000
      18 0.000218000
      24 0.000686000
      30 0.002060000
      36 0.006780000
      42 0.019378000
      48 0.044980000
      54 0.082084000
      60 0.116986000
      66 0.124164000
      72 0.097582000
      78 0.058852000
      84 0.027598000
      90 0.011246000
      96 0.004364000
     102 0.001814000
     108 0.000844000
     114 0.000530000
     120 0.000362000
     126 0.000344000
     132 0.000404000
     138 0.000538000
     144 0.000774000
     150 0.001164000
     156 0.001894000
     162 0.002524000
     168 0.003432000
     174 0.004118000
