#ASN79-5  Hist_00832
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000010000
     -48 0.000070000
     -42 0.000516000
     -36 0.002446000
     -30 0.010410000
     -24 0.034452000
     -18 0.084484000
     -12 0.155964000
      -6 0.212816000
       0 0.211514000
       6 0.155218000
      12 0.084854000
      18 0.034098000
      24 0.010354000
      30 0.002318000
      36 0.000412000
      42 0.000060000
      48 0.000002000
      54 0.000000000
      60 0.000002000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
