#GLY56-0  Hist_00572
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000006000
      12 0.000024000
      18 0.000070000
      24 0.000310000
      30 0.001582000
      36 0.006324000
      42 0.021642000
      48 0.059176000
      54 0.123306000
      60 0.192166000
      66 0.215584000
      72 0.177620000
      78 0.112308000
      84 0.054966000
      90 0.022292000
      96 0.008358000
     102 0.002676000
     108 0.001014000
     114 0.000314000
     120 0.000138000
     126 0.000046000
     132 0.000036000
     138 0.000018000
     144 0.000012000
     150 0.000006000
     156 0.000004000
     162 0.000000000
     168 0.000002000
     174 0.000000000
