#ASN102-0  Hist_01060
     -180 0.000032000
     -174 0.000206000
     -168 0.001274000
     -162 0.004714000
     -156 0.012966000
     -150 0.026186000
     -144 0.042184000
     -138 0.057372000
     -132 0.067096000
     -126 0.070418000
     -120 0.070930000
     -114 0.069800000
     -108 0.070726000
     -102 0.073176000
      -96 0.078618000
      -90 0.082942000
      -84 0.083356000
      -78 0.075364000
      -72 0.056984000
      -66 0.033910000
      -60 0.015300000
      -54 0.004974000
      -48 0.001178000
      -42 0.000222000
      -36 0.000052000
      -30 0.000016000
      -24 0.000002000
      -18 0.000002000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
