#VAL106-0  Hist_01102
     -180 0.000000000
     -174 0.000000000
     -168 0.000028000
     -162 0.000478000
     -156 0.004178000
     -150 0.023708000
     -144 0.072250000
     -138 0.142162000
     -132 0.187344000
     -126 0.181044000
     -120 0.143398000
     -114 0.099050000
     -108 0.064266000
     -102 0.039100000
      -96 0.022924000
      -90 0.012034000
      -84 0.005528000
      -78 0.001894000
      -72 0.000518000
      -66 0.000088000
      -60 0.000008000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
