#TYR193-5  Hist_02060
     -180 0.068354000
     -174 0.058400000
     -168 0.043352000
     -162 0.027432000
     -156 0.015470000
     -150 0.007464000
     -144 0.003348000
     -138 0.001328000
     -132 0.000550000
     -126 0.000234000
     -120 0.000124000
     -114 0.000058000
     -108 0.000028000
     -102 0.000034000
      -96 0.000036000
      -90 0.000060000
      -84 0.000080000
      -78 0.000122000
      -72 0.000210000
      -66 0.000428000
      -60 0.000900000
      -54 0.001938000
      -48 0.003890000
      -42 0.008062000
      -36 0.014866000
      -30 0.024488000
      -24 0.037882000
      -18 0.052626000
      -12 0.064798000
       -6 0.071812000
        0 0.070622000
        6 0.061456000
       12 0.047146000
       18 0.031710000
       24 0.018830000
       30 0.009998000
       36 0.004654000
       42 0.001984000
       48 0.000760000
       54 0.000314000
       60 0.000138000
       66 0.000058000
       72 0.000054000
       78 0.000034000
       84 0.000044000
       90 0.000048000
       96 0.000042000
      102 0.000072000
      108 0.000152000
      114 0.000244000
      120 0.000524000
      126 0.001030000
      132 0.002298000
      138 0.004874000
      144 0.009614000
      150 0.018424000
      156 0.030654000
      162 0.046494000
      168 0.060834000
      174 0.068520000
