#ASN190-5  Hist_02022
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000002000
      -48 0.000024000
      -42 0.000282000
      -36 0.001360000
      -30 0.006268000
      -24 0.022634000
      -18 0.060684000
      -12 0.126240000
       -6 0.194506000
        0 0.220914000
        6 0.185128000
       12 0.112044000
       18 0.048780000
       24 0.016202000
       30 0.004024000
       36 0.000766000
       42 0.000128000
       48 0.000014000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
