#ARG165-1  Hist_01738
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000006000
      -78 0.000110000
      -72 0.001238000
      -66 0.009530000
      -60 0.045490000
      -54 0.134224000
      -48 0.240902000
      -42 0.264732000
      -36 0.182174000
      -30 0.082106000
      -24 0.027404000
      -18 0.008100000
      -12 0.002506000
       -6 0.000850000
        0 0.000370000
        6 0.000166000
       12 0.000060000
       18 0.000022000
       24 0.000008000
       30 0.000002000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
