#ARG88-0  Hist_00908
    -180 0.000000000
    -174 0.000006000
    -168 0.000022000
    -162 0.000228000
    -156 0.001218000
    -150 0.005192000
    -144 0.015842000
    -138 0.034570000
    -132 0.057660000
    -126 0.079846000
    -120 0.095096000
    -114 0.099418000
    -108 0.100456000
    -102 0.101640000
     -96 0.104158000
     -90 0.101878000
     -84 0.087400000
     -78 0.063202000
     -72 0.034220000
     -66 0.013440000
     -60 0.003700000
     -54 0.000678000
     -48 0.000118000
     -42 0.000010000
     -36 0.000002000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
