#ASN138-5  Hist_01446
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000012000
      -48 0.000064000
      -42 0.000464000
      -36 0.002592000
      -30 0.010672000
      -24 0.035768000
      -18 0.087790000
      -12 0.158978000
       -6 0.212950000
        0 0.209038000
        6 0.153254000
       12 0.082202000
       18 0.033022000
       24 0.010270000
       30 0.002360000
       36 0.000486000
       42 0.000076000
       48 0.000002000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
