#GLY130-1  Hist_01352
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000006000
      -42 0.000018000
      -36 0.000124000
      -30 0.000804000
      -24 0.004270000
      -18 0.017480000
      -12 0.055028000
       -6 0.128096000
        0 0.206740000
        6 0.234268000
       12 0.186092000
       18 0.105438000
       24 0.043880000
       30 0.013566000
       36 0.003350000
       42 0.000666000
       48 0.000140000
       54 0.000024000
       60 0.000010000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
