#MET96-5  Hist_01006
    -180 0.004500000
    -174 0.003464000
    -168 0.002466000
    -162 0.001566000
    -156 0.000994000
    -150 0.000620000
    -144 0.000488000
    -138 0.000396000
    -132 0.000312000
    -126 0.000352000
    -120 0.000498000
    -114 0.000832000
    -108 0.001482000
    -102 0.002894000
     -96 0.006386000
     -90 0.012868000
     -84 0.023116000
     -78 0.035190000
     -72 0.043918000
     -66 0.046356000
     -60 0.039694000
     -54 0.026758000
     -48 0.015186000
     -42 0.006968000
     -36 0.002846000
     -30 0.001150000
     -24 0.000508000
     -18 0.000206000
     -12 0.000124000
      -6 0.000090000
       0 0.000110000
       6 0.000134000
      12 0.000246000
      18 0.000468000
      24 0.001076000
      30 0.002712000
      36 0.007112000
      42 0.017050000
      48 0.036716000
      54 0.065862000
      60 0.097708000
      66 0.117902000
      72 0.114676000
      78 0.088824000
      84 0.057366000
      90 0.032664000
      96 0.017736000
     102 0.009786000
     108 0.005554000
     114 0.003940000
     120 0.002918000
     126 0.002752000
     132 0.002674000
     138 0.002904000
     144 0.003500000
     150 0.003946000
     156 0.004996000
     162 0.005480000
     168 0.005500000
     174 0.005460000
