#GLU210-1  Hist_02230
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000002000
      -84 0.000006000
      -78 0.000092000
      -72 0.000564000
      -66 0.002900000
      -60 0.011986000
      -54 0.035864000
      -48 0.081106000
      -42 0.138326000
      -36 0.181940000
      -30 0.189540000
      -24 0.156642000
      -18 0.104434000
      -12 0.056020000
       -6 0.024906000
        0 0.010084000
        6 0.003664000
       12 0.001286000
       18 0.000428000
       24 0.000152000
       30 0.000030000
       36 0.000016000
       42 0.000008000
       48 0.000004000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
