#PRO91-1  Hist_00946
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000006000
     -72 0.000088000
     -66 0.000918000
     -60 0.006712000
     -54 0.030680000
     -48 0.094392000
     -42 0.187478000
     -36 0.248980000
     -30 0.218254000
     -24 0.131776000
     -18 0.056064000
     -12 0.018400000
      -6 0.004826000
       0 0.001092000
       6 0.000258000
      12 0.000062000
      18 0.000010000
      24 0.000004000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
