#GLU151-3  Hist_01580
     -180 0.093224000
     -174 0.065310000
     -168 0.031798000
     -162 0.012128000
     -156 0.003994000
     -150 0.001446000
     -144 0.000530000
     -138 0.000230000
     -132 0.000130000
     -126 0.000120000
     -120 0.000160000
     -114 0.000226000
     -108 0.000458000
     -102 0.000730000
      -96 0.001630000
      -90 0.004872000
      -84 0.018584000
      -78 0.058468000
      -72 0.124062000
      -66 0.160898000
      -60 0.122260000
      -54 0.053684000
      -48 0.014870000
      -42 0.002946000
      -36 0.000454000
      -30 0.000074000
      -24 0.000006000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000002000
       30 0.000000000
       36 0.000012000
       42 0.000028000
       48 0.000070000
       54 0.000100000
       60 0.000168000
       66 0.000242000
       72 0.000186000
       78 0.000144000
       84 0.000098000
       90 0.000032000
       96 0.000014000
      102 0.000010000
      108 0.000002000
      114 0.000000000
      120 0.000000000
      126 0.000008000
      132 0.000012000
      138 0.000110000
      144 0.000652000
      150 0.003694000
      156 0.014788000
      162 0.039398000
      168 0.072492000
      174 0.094446000
