#LEU115-1  Hist_01196
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000018000
      -78 0.000068000
      -72 0.000402000
      -66 0.001784000
      -60 0.007560000
      -54 0.026800000
      -48 0.073832000
      -42 0.143900000
      -36 0.202586000
      -30 0.209708000
      -24 0.161370000
      -18 0.095718000
      -12 0.045844000
       -6 0.019220000
        0 0.007266000
        6 0.002622000
       12 0.000906000
       18 0.000286000
       24 0.000084000
       30 0.000022000
       36 0.000004000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
