#GLY10-1  Hist_00096
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000004000
     -84 0.000006000
     -78 0.000016000
     -72 0.000068000
     -66 0.000266000
     -60 0.000582000
     -54 0.001854000
     -48 0.005096000
     -42 0.012730000
     -36 0.028048000
     -30 0.056616000
     -24 0.098364000
     -18 0.143872000
     -12 0.174340000
      -6 0.171766000
       0 0.137688000
       6 0.087478000
      12 0.046916000
      18 0.020800000
      24 0.008152000
      30 0.003152000
      36 0.001226000
      42 0.000516000
      48 0.000216000
      54 0.000116000
      60 0.000044000
      66 0.000018000
      72 0.000016000
      78 0.000008000
      84 0.000006000
      90 0.000000000
      96 0.000004000
     102 0.000002000
     108 0.000004000
     114 0.000006000
     120 0.000004000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
