#VAL135-1  Hist_01404
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000006000
      -72 0.000068000
      -66 0.000536000
      -60 0.002998000
      -54 0.013246000
      -48 0.042716000
      -42 0.100500000
      -36 0.168082000
      -30 0.202260000
      -24 0.184360000
      -18 0.133386000
      -12 0.079788000
       -6 0.041548000
        0 0.018788000
        6 0.007626000
       12 0.002776000
       18 0.000932000
       24 0.000280000
       30 0.000078000
       36 0.000018000
       42 0.000006000
       48 0.000002000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
