#MET96-4  Hist_01004
    -180 0.088796000
    -174 0.060572000
    -168 0.046416000
    -162 0.039662000
    -156 0.033414000
    -150 0.026672000
    -144 0.020018000
    -138 0.014200000
    -132 0.009878000
    -126 0.007680000
    -120 0.006038000
    -114 0.005456000
    -108 0.005442000
    -102 0.006006000
     -96 0.006514000
     -90 0.006764000
     -84 0.005784000
     -78 0.004648000
     -72 0.003198000
     -66 0.002250000
     -60 0.001246000
     -54 0.000724000
     -48 0.000260000
     -42 0.000052000
     -36 0.000026000
     -30 0.000008000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000002000
      36 0.000014000
      42 0.000022000
      48 0.000070000
      54 0.000184000
      60 0.000382000
      66 0.000614000
      72 0.000704000
      78 0.000594000
      84 0.000440000
      90 0.000282000
      96 0.000212000
     102 0.000110000
     108 0.000104000
     114 0.000144000
     120 0.000262000
     126 0.000584000
     132 0.001766000
     138 0.006130000
     144 0.018542000
     150 0.048362000
     156 0.096142000
     162 0.141418000
     168 0.153004000
     174 0.128188000
