#MET174-0  Hist_01850
     -180 0.000004000
     -174 0.000034000
     -168 0.000158000
     -162 0.000434000
     -156 0.001098000
     -150 0.002424000
     -144 0.003718000
     -138 0.005656000
     -132 0.008306000
     -126 0.012010000
     -120 0.017690000
     -114 0.026034000
     -108 0.040242000
     -102 0.062398000
      -96 0.095362000
      -90 0.136866000
      -84 0.172308000
      -78 0.174388000
      -72 0.133032000
      -66 0.072778000
      -60 0.027040000
      -54 0.006626000
      -48 0.001270000
      -42 0.000114000
      -36 0.000008000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000002000
