#GLY122-0  Hist_01266
     -180 0.000036000
     -174 0.000020000
     -168 0.000002000
     -162 0.000006000
     -156 0.000010000
     -150 0.000012000
     -144 0.000022000
     -138 0.000036000
     -132 0.000048000
     -126 0.000100000
     -120 0.000226000
     -114 0.000722000
     -108 0.002176000
     -102 0.006248000
      -96 0.015964000
      -90 0.032438000
      -84 0.049074000
      -78 0.052466000
      -72 0.039132000
      -66 0.019890000
      -60 0.006928000
      -54 0.001656000
      -48 0.000320000
      -42 0.000040000
      -36 0.000008000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000004000
       36 0.000038000
       42 0.000146000
       48 0.000890000
       54 0.003416000
       60 0.010534000
       66 0.026540000
       72 0.052678000
       78 0.084158000
       84 0.108912000
       90 0.119380000
       96 0.112428000
      102 0.092192000
      108 0.066404000
      114 0.043512000
      120 0.025208000
      126 0.013142000
      132 0.006582000
      138 0.003114000
      144 0.001536000
      150 0.000772000
      156 0.000420000
      162 0.000258000
      168 0.000092000
      174 0.000064000
