#LYS200-6  Hist_02132
     -180 0.162512000
     -174 0.142248000
     -168 0.099528000
     -162 0.056938000
     -156 0.027178000
     -150 0.011688000
     -144 0.004538000
     -138 0.002010000
     -132 0.000900000
     -126 0.000574000
     -120 0.000484000
     -114 0.000436000
     -108 0.000680000
     -102 0.001352000
      -96 0.002708000
      -90 0.005064000
      -84 0.008504000
      -78 0.011148000
      -72 0.011002000
      -66 0.008266000
      -60 0.005000000
      -54 0.002382000
      -48 0.001078000
      -42 0.000402000
      -36 0.000162000
      -30 0.000068000
      -24 0.000036000
      -18 0.000018000
      -12 0.000008000
       -6 0.000006000
        0 0.000012000
        6 0.000002000
       12 0.000014000
       18 0.000030000
       24 0.000052000
       30 0.000144000
       36 0.000396000
       42 0.000942000
       48 0.002530000
       54 0.005114000
       60 0.008620000
       66 0.011610000
       72 0.011096000
       78 0.008412000
       84 0.004954000
       90 0.002614000
       96 0.001442000
      102 0.000662000
      108 0.000406000
      114 0.000310000
      120 0.000268000
      126 0.000462000
      132 0.000942000
      138 0.002172000
      144 0.005422000
      150 0.013202000
      156 0.031490000
      162 0.063566000
      168 0.107800000
      174 0.148396000
