#ASN79-3  Hist_00828
    -180 0.026838000
    -174 0.034576000
    -168 0.038086000
    -162 0.032266000
    -156 0.020340000
    -150 0.009564000
    -144 0.004030000
    -138 0.001690000
    -132 0.000832000
    -126 0.000448000
    -120 0.000370000
    -114 0.000456000
    -108 0.000694000
    -102 0.001454000
     -96 0.004534000
     -90 0.012646000
     -84 0.033818000
     -78 0.073536000
     -72 0.125706000
     -66 0.162308000
     -60 0.154764000
     -54 0.107174000
     -48 0.056558000
     -42 0.024398000
     -36 0.008898000
     -30 0.003034000
     -24 0.000922000
     -18 0.000286000
     -12 0.000084000
      -6 0.000026000
       0 0.000008000
       6 0.000002000
      12 0.000000000
      18 0.000002000
      24 0.000012000
      30 0.000014000
      36 0.000064000
      42 0.000202000
      48 0.000572000
      54 0.001196000
      60 0.001770000
      66 0.001718000
      72 0.001048000
      78 0.000606000
      84 0.000296000
      90 0.000184000
      96 0.000114000
     102 0.000086000
     108 0.000078000
     114 0.000084000
     120 0.000098000
     126 0.000176000
     132 0.000214000
     138 0.000488000
     144 0.001072000
     150 0.002322000
     156 0.004900000
     162 0.008538000
     168 0.013856000
     174 0.019944000
