#GLU98-5  Hist_01034
    -180 0.020140000
    -174 0.025168000
    -168 0.031970000
    -162 0.038738000
    -156 0.042924000
    -150 0.042250000
    -144 0.036464000
    -138 0.028524000
    -132 0.020632000
    -126 0.013908000
    -120 0.010028000
    -114 0.007764000
    -108 0.006302000
    -102 0.005256000
     -96 0.005276000
     -90 0.005244000
     -84 0.005526000
     -78 0.006156000
     -72 0.007272000
     -66 0.008534000
     -60 0.010452000
     -54 0.011886000
     -48 0.013078000
     -42 0.013382000
     -36 0.013140000
     -30 0.012592000
     -24 0.011862000
     -18 0.011938000
     -12 0.012872000
      -6 0.014786000
       0 0.017898000
       6 0.022404000
      12 0.029296000
      18 0.036456000
      24 0.041624000
      30 0.043990000
      36 0.040526000
      42 0.032860000
      48 0.023956000
      54 0.016504000
      60 0.011086000
      66 0.008292000
      72 0.006658000
      78 0.005720000
      84 0.005204000
      90 0.005134000
      96 0.005586000
     102 0.006078000
     108 0.006916000
     114 0.008298000
     120 0.009656000
     126 0.011316000
     132 0.013002000
     138 0.013936000
     144 0.013812000
     150 0.013526000
     156 0.013124000
     162 0.013000000
     168 0.013900000
     174 0.016178000
