#VAL39-0  Hist_00394
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000002000
    -150 0.000000000
    -144 0.000006000
    -138 0.000022000
    -132 0.000046000
    -126 0.000100000
    -120 0.000228000
    -114 0.000398000
    -108 0.000900000
    -102 0.002152000
     -96 0.005352000
     -90 0.014068000
     -84 0.039902000
     -78 0.099400000
     -72 0.193126000
     -66 0.256512000
     -60 0.218758000
     -54 0.117394000
     -48 0.040326000
     -42 0.009404000
     -36 0.001608000
     -30 0.000248000
     -24 0.000038000
     -18 0.000004000
     -12 0.000006000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
