#MET53-3  Hist_00548
    -180 0.087582000
    -174 0.093744000
    -168 0.072288000
    -162 0.041332000
    -156 0.018736000
    -150 0.006710000
    -144 0.002206000
    -138 0.000660000
    -132 0.000302000
    -126 0.000210000
    -120 0.000184000
    -114 0.000248000
    -108 0.000514000
    -102 0.001700000
     -96 0.006120000
     -90 0.021274000
     -84 0.058930000
     -78 0.114714000
     -72 0.145002000
     -66 0.117288000
     -60 0.061552000
     -54 0.022664000
     -48 0.006474000
     -42 0.001576000
     -36 0.000428000
     -30 0.000072000
     -24 0.000018000
     -18 0.000004000
     -12 0.000002000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000002000
      24 0.000000000
      30 0.000018000
      36 0.000032000
      42 0.000184000
      48 0.000416000
      54 0.001006000
      60 0.001454000
      66 0.001596000
      72 0.001452000
      78 0.001068000
      84 0.000594000
      90 0.000328000
      96 0.000166000
     102 0.000096000
     108 0.000028000
     114 0.000026000
     120 0.000018000
     126 0.000020000
     132 0.000032000
     138 0.000116000
     144 0.000292000
     150 0.001016000
     156 0.003742000
     162 0.011976000
     168 0.030648000
     174 0.061138000
