#ARG78-1  Hist_00808
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000014000
     -84 0.000056000
     -78 0.000518000
     -72 0.002550000
     -66 0.009396000
     -60 0.028206000
     -54 0.063990000
     -48 0.113882000
     -42 0.159388000
     -36 0.180300000
     -30 0.166808000
     -24 0.126486000
     -18 0.077804000
     -12 0.040590000
      -6 0.018390000
       0 0.007478000
       6 0.002740000
      12 0.000892000
      18 0.000292000
      24 0.000102000
      30 0.000050000
      36 0.000042000
      42 0.000020000
      48 0.000006000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
