#TYR171-4  Hist_01822
     -180 0.000084000
     -174 0.000048000
     -168 0.000034000
     -162 0.000020000
     -156 0.000036000
     -150 0.000038000
     -144 0.000060000
     -138 0.000138000
     -132 0.000518000
     -126 0.002328000
     -120 0.009034000
     -114 0.030762000
     -108 0.080626000
     -102 0.152996000
      -96 0.192948000
      -90 0.156018000
      -84 0.077104000
      -78 0.024076000
      -72 0.005446000
      -66 0.001278000
      -60 0.000708000
      -54 0.000816000
      -48 0.001096000
      -42 0.001264000
      -36 0.001610000
      -30 0.001652000
      -24 0.001554000
      -18 0.001392000
      -12 0.001000000
       -6 0.000670000
        0 0.000462000
        6 0.000408000
       12 0.000298000
       18 0.000290000
       24 0.000164000
       30 0.000170000
       36 0.000188000
       42 0.000340000
       48 0.000690000
       54 0.002390000
       60 0.007524000
       66 0.020232000
       72 0.040488000
       78 0.057832000
       84 0.057162000
       90 0.038500000
       96 0.018088000
      102 0.005830000
      108 0.001584000
      114 0.000380000
      120 0.000156000
      126 0.000132000
      132 0.000124000
      138 0.000192000
      144 0.000182000
      150 0.000222000
      156 0.000190000
      162 0.000170000
      168 0.000152000
      174 0.000106000
