#PRO9-3   Hist_00088
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000066000
     -48 0.002446000
     -42 0.020788000
     -36 0.067740000
     -30 0.105028000
     -24 0.091588000
     -18 0.053186000
     -12 0.024924000
      -6 0.012808000
       0 0.014254000
       6 0.035078000
      12 0.095644000
      18 0.186528000
      24 0.192560000
      30 0.083894000
      36 0.012930000
      42 0.000536000
      48 0.000002000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
