#GLN160-4  Hist_01688
     -180 0.102004000
     -174 0.079580000
     -168 0.050682000
     -162 0.026846000
     -156 0.012296000
     -150 0.005932000
     -144 0.003094000
     -138 0.002232000
     -132 0.002250000
     -126 0.002734000
     -120 0.004294000
     -114 0.008026000
     -108 0.014958000
     -102 0.025630000
      -96 0.038922000
      -90 0.050792000
      -84 0.057398000
      -78 0.057016000
      -72 0.049244000
      -66 0.036664000
      -60 0.024282000
      -54 0.015188000
      -48 0.009268000
      -42 0.004652000
      -36 0.001748000
      -30 0.000572000
      -24 0.000170000
      -18 0.000046000
      -12 0.000020000
       -6 0.000006000
        0 0.000004000
        6 0.000002000
       12 0.000006000
       18 0.000010000
       24 0.000070000
       30 0.000156000
       36 0.000572000
       42 0.001446000
       48 0.002718000
       54 0.003858000
       60 0.003994000
       66 0.003788000
       72 0.004066000
       78 0.004916000
       84 0.005766000
       90 0.005650000
       96 0.004494000
      102 0.002650000
      108 0.001242000
      114 0.000690000
      120 0.000402000
      126 0.000468000
      132 0.000596000
      138 0.001378000
      144 0.003696000
      150 0.009254000
      156 0.023328000
      162 0.047144000
      168 0.079106000
      174 0.101984000
