#LYS50-3  Hist_00512
    -180 0.175976000
    -174 0.183844000
    -168 0.144100000
    -162 0.092532000
    -156 0.050874000
    -150 0.025282000
    -144 0.012264000
    -138 0.005414000
    -132 0.002404000
    -126 0.001134000
    -120 0.000632000
    -114 0.000472000
    -108 0.000538000
    -102 0.001260000
     -96 0.003558000
     -90 0.009378000
     -84 0.018604000
     -78 0.024444000
     -72 0.020862000
     -66 0.010460000
     -60 0.003484000
     -54 0.000866000
     -48 0.000228000
     -42 0.000048000
     -36 0.000010000
     -30 0.000004000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000002000
       6 0.000002000
      12 0.000002000
      18 0.000002000
      24 0.000004000
      30 0.000004000
      36 0.000076000
      42 0.000278000
      48 0.000774000
      54 0.001526000
      60 0.002226000
      66 0.002192000
      72 0.001824000
      78 0.001128000
      84 0.000538000
      90 0.000224000
      96 0.000078000
     102 0.000042000
     108 0.000030000
     114 0.000024000
     120 0.000010000
     126 0.000028000
     132 0.000036000
     138 0.000122000
     144 0.000386000
     150 0.001398000
     156 0.005546000
     162 0.019310000
     168 0.055948000
     174 0.117566000
