#THR155-3  Hist_01624
     -180 0.176534000
     -174 0.153092000
     -168 0.093646000
     -162 0.039878000
     -156 0.012358000
     -150 0.002814000
     -144 0.000588000
     -138 0.000108000
     -132 0.000040000
     -126 0.000008000
     -120 0.000012000
     -114 0.000012000
     -108 0.000036000
     -102 0.000116000
      -96 0.000432000
      -90 0.001468000
      -84 0.004578000
      -78 0.010700000
      -72 0.017816000
      -66 0.019744000
      -60 0.015422000
      -54 0.008186000
      -48 0.003228000
      -42 0.001066000
      -36 0.000268000
      -30 0.000086000
      -24 0.000014000
      -18 0.000008000
      -12 0.000000000
       -6 0.000000000
        0 0.000002000
        6 0.000006000
       12 0.000012000
       18 0.000026000
       24 0.000104000
       30 0.000422000
       36 0.001760000
       42 0.005720000
       48 0.014716000
       54 0.026898000
       60 0.037490000
       66 0.038574000
       72 0.028546000
       78 0.014730000
       84 0.006000000
       90 0.001886000
       96 0.000444000
      102 0.000124000
      108 0.000024000
      114 0.000010000
      120 0.000000000
      126 0.000006000
      132 0.000018000
      138 0.000054000
      144 0.000356000
      150 0.001728000
      156 0.008432000
      162 0.029744000
      168 0.078160000
      174 0.141750000
