#LEU6-1   Hist_00060
    -180 0.004160000
    -174 0.001624000
    -168 0.000564000
    -162 0.000178000
    -156 0.000104000
    -150 0.000056000
    -144 0.000020000
    -138 0.000014000
    -132 0.000010000
    -126 0.000006000
    -120 0.000002000
    -114 0.000004000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000002000
      24 0.000002000
      30 0.000002000
      36 0.000004000
      42 0.000004000
      48 0.000024000
      54 0.000070000
      60 0.000170000
      66 0.000434000
      72 0.001082000
      78 0.002624000
      84 0.005022000
      90 0.008478000
      96 0.012656000
     102 0.017272000
     108 0.022894000
     114 0.031464000
     120 0.046452000
     126 0.071046000
     132 0.107278000
     138 0.146606000
     144 0.167538000
     150 0.151612000
     156 0.105998000
     162 0.057908000
     168 0.025980000
     174 0.010634000
