#TYR181-5  Hist_01928
     -180 0.039816000
     -174 0.045682000
     -168 0.047198000
     -162 0.041874000
     -156 0.033136000
     -150 0.022528000
     -144 0.012888000
     -138 0.006494000
     -132 0.003034000
     -126 0.001310000
     -120 0.000584000
     -114 0.000236000
     -108 0.000128000
     -102 0.000098000
      -96 0.000080000
      -90 0.000084000
      -84 0.000116000
      -78 0.000124000
      -72 0.000220000
      -66 0.000350000
      -60 0.000592000
      -54 0.000998000
      -48 0.001842000
      -42 0.003086000
      -36 0.005458000
      -30 0.009668000
      -24 0.015948000
      -18 0.025286000
      -12 0.037850000
       -6 0.052864000
        0 0.069442000
        6 0.081476000
       12 0.087200000
       18 0.081340000
       24 0.065080000
       30 0.045210000
       36 0.026782000
       42 0.014088000
       48 0.006286000
       54 0.002706000
       60 0.001130000
       66 0.000510000
       72 0.000260000
       78 0.000154000
       84 0.000108000
       90 0.000084000
       96 0.000104000
      102 0.000138000
      108 0.000204000
      114 0.000336000
      120 0.000550000
      126 0.000882000
      132 0.001576000
      138 0.002736000
      144 0.004874000
      150 0.007966000
      156 0.012662000
      162 0.018736000
      168 0.024974000
      174 0.032834000
