#GLY198-1  Hist_02106
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000002000
      -60 0.000000000
      -54 0.000014000
      -48 0.000060000
      -42 0.000408000
      -36 0.002240000
      -30 0.011406000
      -24 0.042454000
      -18 0.110952000
      -12 0.199932000
       -6 0.244746000
        0 0.201460000
        6 0.116486000
       12 0.048582000
       18 0.015718000
       24 0.004158000
       30 0.001080000
       36 0.000210000
       42 0.000058000
       48 0.000028000
       54 0.000006000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
