#MET53-5  Hist_00552
    -180 0.010260000
    -174 0.009790000
    -168 0.008082000
    -162 0.006364000
    -156 0.004708000
    -150 0.003630000
    -144 0.002596000
    -138 0.002176000
    -132 0.001946000
    -126 0.002166000
    -120 0.002492000
    -114 0.003628000
    -108 0.005976000
    -102 0.010828000
     -96 0.019656000
     -90 0.036894000
     -84 0.063384000
     -78 0.086948000
     -72 0.090556000
     -66 0.069590000
     -60 0.041908000
     -54 0.019966000
     -48 0.007980000
     -42 0.002844000
     -36 0.001122000
     -30 0.000426000
     -24 0.000148000
     -18 0.000088000
     -12 0.000030000
      -6 0.000048000
       0 0.000038000
       6 0.000074000
      12 0.000134000
      18 0.000252000
      24 0.000642000
      30 0.001868000
      36 0.005060000
      42 0.011812000
      48 0.022854000
      54 0.039022000
      60 0.056156000
      66 0.067854000
      72 0.069844000
      78 0.058044000
      84 0.040332000
      90 0.025262000
      96 0.014868000
     102 0.008948000
     108 0.005778000
     114 0.003964000
     120 0.002944000
     126 0.002608000
     132 0.002438000
     138 0.002742000
     144 0.003444000
     150 0.004304000
     156 0.005628000
     162 0.007362000
     168 0.009308000
     174 0.010186000
