#THR89-4  Hist_00932
    -180 0.140046000
    -174 0.126026000
    -168 0.096914000
    -162 0.066134000
    -156 0.040880000
    -150 0.024408000
    -144 0.013882000
    -138 0.007782000
    -132 0.004984000
    -126 0.003590000
    -120 0.002836000
    -114 0.002564000
    -108 0.002826000
    -102 0.003196000
     -96 0.003732000
     -90 0.004354000
     -84 0.004374000
     -78 0.004238000
     -72 0.003724000
     -66 0.002794000
     -60 0.001904000
     -54 0.001202000
     -48 0.000698000
     -42 0.000446000
     -36 0.000266000
     -30 0.000164000
     -24 0.000088000
     -18 0.000070000
     -12 0.000036000
      -6 0.000044000
       0 0.000034000
       6 0.000028000
      12 0.000032000
      18 0.000032000
      24 0.000046000
      30 0.000084000
      36 0.000134000
      42 0.000220000
      48 0.000308000
      54 0.000360000
      60 0.000364000
      66 0.000364000
      72 0.000336000
      78 0.000304000
      84 0.000284000
      90 0.000304000
      96 0.000350000
     102 0.000338000
     108 0.000494000
     114 0.000654000
     120 0.001020000
     126 0.001766000
     132 0.003192000
     138 0.006500000
     144 0.013360000
     150 0.026226000
     156 0.048906000
     162 0.080252000
     168 0.112404000
     174 0.137102000
