#ARG123-0  Hist_01272
     -180 0.000000000
     -174 0.000004000
     -168 0.000034000
     -162 0.000178000
     -156 0.000768000
     -150 0.001404000
     -144 0.002504000
     -138 0.003314000
     -132 0.004220000
     -126 0.004594000
     -120 0.005404000
     -114 0.007038000
     -108 0.010718000
     -102 0.020156000
      -96 0.041594000
      -90 0.084812000
      -84 0.152874000
      -78 0.211732000
      -72 0.211946000
      -66 0.144622000
      -60 0.065798000
      -54 0.020666000
      -48 0.004638000
      -42 0.000830000
      -36 0.000124000
      -30 0.000024000
      -24 0.000004000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
