#THR199-0  Hist_02110
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000002000
     -156 0.000010000
     -150 0.000082000
     -144 0.000356000
     -138 0.000766000
     -132 0.001688000
     -126 0.002966000
     -120 0.005054000
     -114 0.009376000
     -108 0.018584000
     -102 0.038914000
      -96 0.080348000
      -90 0.143346000
      -84 0.204584000
      -78 0.216940000
      -72 0.160756000
      -66 0.080690000
      -60 0.027810000
      -54 0.006418000
      -48 0.001146000
      -42 0.000154000
      -36 0.000004000
      -30 0.000006000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
