#LYS211-5  Hist_02250
     -180 0.137836000
     -174 0.110552000
     -168 0.067306000
     -162 0.032720000
     -156 0.013406000
     -150 0.005086000
     -144 0.001804000
     -138 0.000778000
     -132 0.000374000
     -126 0.000286000
     -120 0.000264000
     -114 0.000332000
     -108 0.000666000
     -102 0.001498000
      -96 0.003772000
      -90 0.009062000
      -84 0.020182000
      -78 0.034724000
      -72 0.044878000
      -66 0.041662000
      -60 0.029170000
      -54 0.015728000
      -48 0.006548000
      -42 0.002360000
      -36 0.000704000
      -30 0.000286000
      -24 0.000080000
      -18 0.000020000
      -12 0.000030000
       -6 0.000012000
        0 0.000004000
        6 0.000012000
       12 0.000034000
       18 0.000104000
       24 0.000308000
       30 0.000818000
       36 0.002414000
       42 0.005696000
       48 0.010914000
       54 0.016354000
       60 0.020224000
       66 0.019114000
       72 0.013570000
       78 0.007692000
       84 0.003712000
       90 0.001708000
       96 0.000824000
      102 0.000382000
      108 0.000230000
      114 0.000158000
      120 0.000162000
      126 0.000236000
      132 0.000500000
      138 0.001252000
      144 0.003376000
      150 0.009378000
      156 0.023842000
      162 0.052616000
      168 0.092708000
      174 0.129532000
