#TYR193-4  Hist_02058
     -180 0.000104000
     -174 0.000226000
     -168 0.000476000
     -162 0.001196000
     -156 0.002708000
     -150 0.005898000
     -144 0.011652000
     -138 0.020186000
     -132 0.032614000
     -126 0.045264000
     -120 0.056076000
     -114 0.061920000
     -108 0.061120000
     -102 0.051286000
      -96 0.037108000
      -90 0.023784000
      -84 0.013510000
      -78 0.007464000
      -72 0.004130000
      -66 0.001928000
      -60 0.000824000
      -54 0.000286000
      -48 0.000134000
      -42 0.000072000
      -36 0.000022000
      -30 0.000030000
      -24 0.000030000
      -18 0.000034000
      -12 0.000058000
       -6 0.000084000
        0 0.000174000
        6 0.000338000
       12 0.000730000
       18 0.001588000
       24 0.003852000
       30 0.008278000
       36 0.016878000
       42 0.030654000
       48 0.048384000
       54 0.066252000
       60 0.077558000
       66 0.078256000
       72 0.067444000
       78 0.052016000
       84 0.035914000
       90 0.024776000
       96 0.017808000
      102 0.012948000
      108 0.008252000
      114 0.004510000
      120 0.001876000
      126 0.000722000
      132 0.000242000
      138 0.000082000
      144 0.000032000
      150 0.000024000
      156 0.000030000
      162 0.000024000
      168 0.000046000
      174 0.000088000
