#PRO9-4   Hist_00090
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000006000
     -54 0.000994000
     -48 0.027164000
     -42 0.136140000
     -36 0.211342000
     -30 0.145082000
     -24 0.062014000
     -18 0.022816000
     -12 0.009096000
      -6 0.005304000
       0 0.004962000
       6 0.007130000
      12 0.014372000
      18 0.034512000
      24 0.075686000
      30 0.115956000
      36 0.094826000
      42 0.029914000
      48 0.002648000
      54 0.000036000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
