#GLY130-0  Hist_01350
     -180 0.000002000
     -174 0.000002000
     -168 0.000000000
     -162 0.000000000
     -156 0.000002000
     -150 0.000004000
     -144 0.000006000
     -138 0.000006000
     -132 0.000006000
     -126 0.000018000
     -120 0.000012000
     -114 0.000016000
     -108 0.000014000
     -102 0.000018000
      -96 0.000036000
      -90 0.000030000
      -84 0.000022000
      -78 0.000010000
      -72 0.000006000
      -66 0.000004000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000002000
       30 0.000026000
       36 0.000198000
       42 0.001246000
       48 0.005966000
       54 0.022860000
       60 0.064150000
       66 0.129846000
       72 0.190938000
       78 0.206078000
       84 0.169178000
       90 0.109242000
       96 0.057390000
      102 0.026052000
      108 0.010624000
      114 0.003898000
      120 0.001344000
      126 0.000478000
      132 0.000162000
      138 0.000064000
      144 0.000030000
      150 0.000010000
      156 0.000002000
      162 0.000000000
      168 0.000002000
      174 0.000000000
