#GLU161-5  Hist_01704
     -180 0.039442000
     -174 0.039474000
     -168 0.037474000
     -162 0.033556000
     -156 0.027414000
     -150 0.020924000
     -144 0.015586000
     -138 0.010450000
     -132 0.007040000
     -126 0.004982000
     -120 0.003692000
     -114 0.002758000
     -108 0.002642000
     -102 0.002650000
      -96 0.002802000
      -90 0.003180000
      -84 0.003888000
      -78 0.004696000
      -72 0.005908000
      -66 0.007248000
      -60 0.009236000
      -54 0.011858000
      -48 0.014502000
      -42 0.017990000
      -36 0.021526000
      -30 0.024782000
      -24 0.027796000
      -18 0.029372000
      -12 0.030664000
       -6 0.031608000
        0 0.032222000
        6 0.032176000
       12 0.030930000
       18 0.028486000
       24 0.025358000
       30 0.021562000
       36 0.016632000
       42 0.012222000
       48 0.009198000
       54 0.006796000
       60 0.005180000
       66 0.003738000
       72 0.002832000
       78 0.002810000
       84 0.002726000
       90 0.003208000
       96 0.003778000
      102 0.004514000
      108 0.005386000
      114 0.006714000
      120 0.008380000
      126 0.010830000
      132 0.014366000
      138 0.018526000
      144 0.023420000
      150 0.028150000
      156 0.031958000
      162 0.035494000
      168 0.037918000
      174 0.039350000
